ef_id,region_code,confidence
ef_768c45f0,ESP,0.7361096245108244
ef_9a00da3d,ESP,0.7426858250741629
ef_b7e4fdde,ESP,0.8089704098554038
ef_f4f78c6b,ESP,0.7492198038771672
ef_9e88e00f,ESP,0.7513944273949864
ef_9efe3ffd,ESP,0.7817645085994491
ef_2c31c1e5,ESP,0.7739832143331463
ef_b6b951df,ESP,0.7648366190219269
ef_b19b8d51,ESP,0.7640487024852819
ef_00febfe5,FRA,0.7886637799974635
ef_4228af18,FRA,0.7873730851445345
ef_34e16c17,FRA,0.7281009471104194
ef_f4ff5fbf,FRA,0.7260015672222847
ef_e137d729,FRA,0.7649204431397209
ef_b449d418,FRA,0.750854468840345
ef_4bdcef80,FRA,0.7865112149280195
ef_3c3a5d36,FRA,0.77773821379894
ef_1db2ab77,FRA,0.7624086911268474
ef_b21dbd1f,FRA,0.7854156262860738
ef_af167c4a,FRA,0.7379291138879357
ef_8f6d39aa,FRA,0.7172720724389828
ef_9e052730,FRA,0.7832956167026831
ef_a9613403,FRA,0.8032348848940712
ef_184f2416,FRA,0.8057819353902104
ef_6f4b3d5f,FRA,0.8133487189078273
ef_b7f481d5,FRA,0.7915575458397851
ef_dddeae68,FRA,0.7532517069657421
ef_ef90b6c0,FRA,0.7469941006243798
ef_47315438,FRA,0.7921015784366007
ef_34c32d93,FRA,0.7434212950083111
ef_c82b3ca3,FRA,0.7337397644026121
ef_fbd74ca8,FRA,0.7640928528883729
ef_55d2bb28,FRA,0.7340708360357412
ef_7d473e3e,FRA,0.7912215286673678
ef_2d8a4c44,FRA,0.7218366567163169
ef_0b16696a,FRA,0.7694303207889184
ef_f8f43c26,FRA,0.7502858863889372
ef_e7909126,FRA,0.7545559701897563
ef_3fe86750,FRA,0.7757675033697821
ef_05f29631,FRA,0.8136322397416488
ef_dab267bb,FRA,0.7262846605862313
ef_0c995445,FRA,0.8147151355294634
ef_0c93d82f,FRA,0.8251466534438215
ef_9d0b3260,FRA,0.7907211150182359
ef_bba0b0a8,FRA,0.7933679148026492
ef_e02d6ef2,FRA,0.6782197807418652
ef_f9d906cc,FRA,0.7884105760872074
ef_6f82541f,FRA,0.7446715408268361
ef_767a5785,FRA,0.7874750240423826
ef_74fb4ed3,FRA,0.774066411089381
ef_5442d07a,FRA,0.7931647619124264
ef_ac41d23c,FRA,0.7732713334723499
ef_200ae78b,FRA,0.7288757474816442
ef_138b57b7,FRA,0.708736348183329
ef_9942ed53,FRA,0.7743421591511656
ef_d72d64d8,FRA,0.76578622921096
ef_37035047,FRA,0.7669152317797311
ef_6cf8b68e,FRA,0.7504304759561405
ef_27b88976,FRA,0.7928189183835325
ef_ee31d2e0,FRA,0.6825192292588991
ef_1a53ce13,FRA,0.713779542169374
ef_492d683e,FRA,0.7747469238231801
ef_b3afde10,FRA,0.7106038556295377
ef_e7f01167,FRA,0.7802782700979648
ef_68302cb0,FRA,0.7815545873730073
ef_dfdeccd6,FRA,0.7896106509780281
ef_53071686,FRA,0.7453274853211639
ef_40ae40e5,FRA,0.7494174453334571
ef_be91558c,FRA,0.7557269129730706
ef_701021ce,FRA,0.774311326510449
ef_e2ac1e16,FRA,0.7665925548137719
ef_b176ed67,FRA,0.7141259061931112
ef_3ba8b580,FRA,0.7966360966882463
ef_babc0204,FRA,0.7742774017230727
ef_7abd2e7e,FRA,0.7456701259061638
ef_71acf4db,FRA,0.7689785068469092
ef_85c23184,FRA,0.7960745955153601
ef_8bc5b539,FRA,0.747887637931535
ef_9ad52106,FRA,0.7582472545677902
ef_9e42613d,FRA,0.7812211114639637
ef_1b34b94f,FRA,0.746153571090998
ef_0f915bae,FRA,0.7371530174543409
ef_1ba30539,FRA,0.7331789911560573
ef_82df7ce7,FRA,0.7965812738736258
ef_853a0607,FRA,0.7234949317576214
ef_bf6fd421,FRA,0.7489721927695858
ef_c5c01778,FRA,0.7488094562031583
ef_0a8969ab,FRA,0.731866610950349
ef_ca97aece,FRA,0.7779615163154587
ef_b8280121,FRA,0.7646547014176021
ef_5206a7b6,FRA,0.7358517560882181
ef_2ea91ef2,FRA,0.7951825403309892
ef_acf06a3e,FRA,0.7364025361470898
ef_234861a1,FRA,0.8045395975298137
ef_d4228605,FRA,0.7319411659514851
ef_02a5ca40,FRA,0.7334099767160046
ef_7b5c9247,FRA,0.82548283574588
ef_afb993b7,FRA,0.7841701686562396
ef_133ffc8c,FRA,0.7644633783797197
ef_92d6c232,FRA,0.7937500782484865
ef_6df814a7,FRA,0.7812927984262976
ef_294ad3da,FRA,0.7595954750830534
ef_2d5aed64,FRA,0.8005532605819928
ef_7612121c,FRA,0.7799492907200705
ef_cec30a25,FRA,0.7380638251717421
ef_3f38ddfd,FRA,0.7673216310209211
ef_aaee06d4,FRA,0.7759755463072254
ef_b97b52d2,FRA,0.7124201152954335
ef_45d34647,FRA,0.7748320059795321
ef_03fed61a,FRA,0.7665756939297611
ef_905efb4c,FRA,0.7174241672585452
ef_94f4a84a,FRA,0.7828635326115648
ef_6020cf5c,FRA,0.7348765593105088
ef_5dedf2b3,FRA,0.7122813243087766
ef_da5eeccd,FRA,0.8063401580097441
ef_9836691e,FRA,0.8139634665026686
ef_bab07cb3,FRA,0.7434003058188227
ef_e2cefe13,FRA,0.7828694556551671
ef_3c93afe9,FRA,0.8228109992063845
ef_8c2780c6,FRA,0.7785406051151234
ef_d55aac09,FRA,0.8108046198309454
ef_d0a4b20e,FRA,0.768625253931328
ef_495de7de,FRA,0.7742271470379839
ef_61f9b547,FRA,0.7948478082026887
ef_926b5c77,FRA,0.8188898905599792
ef_8f5d5c00,FRA,0.7752489150359256
ef_6997e2a2,FRA,0.7342963641243423
ef_6e23d79f,FRA,0.8004874655493421
ef_99fe1d48,FRA,0.761543692780435
ef_9af40df0,FRA,0.7743176290988617
ef_afbb7660,FRA,0.7809031833826903
ef_9398842e,FRA,0.7954495588039294
ef_c494734b,FRA,0.7788918031370428
ef_92669b97,FRA,0.7540306585562844
ef_b9989f37,FRA,0.8213849588855062
ef_78362a34,FRA,0.7983038172990272
ef_a351615a,FRA,0.7704996020945697
ef_a5359a1d,FRA,0.7842977816240936
ef_e0208b99,FRA,0.8132745908196339
ef_6ba8199f,FRA,0.7883482273458311
ef_1702dcff,FRA,0.7326740081946214
ef_ac063d48,FRA,0.7941561843585196
ef_39a654d7,FRA,0.7549362865914793
ef_0d95ad46,FRA,0.7750660405109143
ef_625a44b0,FRA,0.7975124969817634
ef_15171374,FRA,0.7807018157971052
ef_26b794bf,FRA,0.8100481733993558
ef_1873d377,FRA,0.7576607701310397
ef_58bce18d,FRA,0.7606283565954942
ef_bb8488c8,FRA,0.7539916372467772
ef_de42e3f1,FRA,0.7674974834588073
ef_e7a917ef,FRA,0.7233966989351329
ef_b7f1937f,FRA,0.7208111314175701
ef_f1b9368f,FRA,0.8220401372620721
ef_b243663e,FRA,0.7746615984789078
ef_9cda9b6b,FRA,0.7817217434039684
ef_68ee485c,FRA,0.7300702565044187
ef_58a0929c,FRA,0.7720458881022919
ef_c224e796,FRA,0.7572853939189444
ef_9643d9a4,FRA,0.7531721424844049
ef_1f541419,FRA,0.7471429921488745
ef_969101dc,FRA,0.7596771942577788
ef_166cc7b9,FRA,0.7798126852383024
ef_47b95126,FRA,0.7760058215106581
ef_1c0614b3,FRA,0.7456703373166662
ef_46635760,FRA,0.7272377924336554
ef_6fb34bc8,FRA,0.7508445811087577
ef_ee3ba6b2,FRA,0.7604805380218908
ef_d3e8effa,FRA,0.7236195129742197
ef_c99f72b9,FRA,0.8211335907756823
ef_b563a4b1,FRA,0.7588047780781132
ef_035095c4,FRA,0.7808307659958172
ef_9b70b44b,FRA,0.7907477972423004
ef_63940198,FRA,0.761079352522705
ef_eaf49abc,FRA,0.7395966382203999
ef_cd758b6c,FRA,0.8136519155360863
ef_b56e10c0,FRA,0.788555837662496
ef_494ab3bd,FRA,0.773253863908362
ef_0af83bd1,FRA,0.722863006732683
ef_9b759876,FRA,0.7624307861806053
ef_b3f271e9,FRA,0.7820615857521537
ef_50b19f8e,FRA,0.7479992478082189
ef_4c8007fa,FRA,0.7337481837543
ef_927ed6ad,FRA,0.8120345139975321
ef_5eed2b77,FRA,0.7943750898578288
ef_b9340042,FRA,0.759166197701587
ef_37687994,FRA,0.7428831046887248
ef_faf715ec,FRA,0.8399143413511986
ef_2380d39a,FRA,0.8231137659883885
ef_eea62795,FRA,0.7662664256149706
ef_3cc368b7,FRA,0.7757873477483868
ef_c8cc6a0f,FRA,0.7171475476448932
ef_becd85fd,FRA,0.7798588894493363
ef_9afaaf14,FRA,0.7995775042926598
ef_5b3e5538,FRA,0.8300637647363688
ef_c698f9b8,FRA,0.8199585197326434
ef_434fde0d,FRA,0.7846502553562065
ef_7d545e5a,FRA,0.7571938362580988
ef_a2953839,FRA,0.7253586920163752
ef_6cbafe63,FRA,0.7247344798950422
ef_697ec17c,FRA,0.8181106356647024
ef_23679ebb,FRA,0.7681834535086706
ef_5bb5d337,FRA,0.7269711980857174
ef_f2805765,FRA,0.7375280967736112
ef_c31ec4f4,FRA,0.7401069332633922
ef_40a479b4,FRA,0.7392975715066358
ef_6559d17d,FRA,0.7685660567702753
ef_3d107f50,FRA,0.7906727920139854
ef_e440cc45,FRA,0.7823441036385725
ef_f68bde96,FRA,0.7866133785488999
ef_71c230b0,FRA,0.8158792764257795
ef_3f31f221,FRA,0.7759805602998283
ef_16f33a2c,FRA,0.8006932538301402
ef_c8e2f6ed,FRA,0.7728097157342889
ef_2a8a4249,FRA,0.7675815157317801
ef_01d4682b,FRA,0.7883950651474941
ef_58ebf6ed,FRA,0.7967798783354595
ef_c8af4f11,FRA,0.7647714960331902
ef_37fe058c,FRA,0.8006226376302834
ef_7a01ae8b,FRA,0.8017467245911556
ef_461cc5f0,FRA,0.791690080727269
ef_7d25275e,FRA,0.7582678177079522
ef_66bf687d,FRA,0.8235539243215401
ef_ad64b1ac,FRA,0.8110654912025109
ef_362856ae,FRA,0.7622410388863697
ef_caf6f215,FRA,0.8313020575976369
ef_96ebed8f,FRA,0.7754532327365413
ef_7cafc4c2,FRA,0.7544382901063846
ef_7c9de1e5,FRA,0.7613925957548818
ef_a56c7995,FRA,0.7926327728910952
ef_0d05df3f,FRA,0.8035748367173815
ef_91a52cde,FRA,0.8154111236368314
ef_54c5fe6d,FRA,0.805052529248043
ef_a7c30b80,FRA,0.7459618907083998
ef_20b830f9,FRA,0.7081095080205367
ef_898bb1ea,FRA,0.7701128365861539
ef_1582fedb,FRA,0.8138304552024569
ef_e6744522,FRA,0.7606316854085767
ef_265a45a5,FRA,0.7659695891652044
ef_3e14129b,FRA,0.7991567854685141
ef_58402ec5,FRA,0.7610024742655858
ef_f2291f26,FRA,0.7625887536922636
ef_9bd7f5ed,FRA,0.754683997057855
ef_5f3c0b72,GBR,0.7862080118617424
ef_bfe8a30c,GBR,0.7804681398628056
ef_a23ebf1a,GBR,0.7951603568883717
ef_12e5f7c0,GBR,0.7863931881563787
ef_7c3e9a7b,GBR,0.8007871269718799
ef_3f8a45e1,GBR,0.7628013056726933
ef_5e58e11c,GBR,0.7731672243787954
ef_c548073e,GBR,0.7292658612225676
ef_dff60ee7,GBR,0.7533931782012755
ef_9cd809f6,GBR,0.7230879060187574
ef_380ea5d9,GBR,0.8095891488659234
ef_4ecc463f,GBR,0.760209853809726
ef_c6a674ee,GBR,0.8070467223214308
ef_9f12a892,GBR,0.802922512293946
ef_e1b8e760,GBR,0.7555048309345541
ef_7edd7a99,GBR,0.7884973087187142
ef_c0d744b7,GBR,0.7667599700706665
ef_b763e884,GBR,0.7813260623050199
ef_fee554a9,GBR,0.7661162837149719
ef_1e9939b7,GBR,0.7842782138926001
ef_a9ff010c,GBR,0.7738880352192572
ef_63e65980,GBR,0.8111653287669832
ef_de8cf840,GBR,0.8003678506298725
ef_2dee1ed1,GBR,0.7610110653193343
ef_a889e51a,GBR,0.7878075015060083
ef_7689b869,GBR,0.7404741724659947
ef_80ec3179,GBR,0.803268656377686
ef_521f38e3,GBR,0.7735956272882337
ef_f637cc0a,GBR,0.7484806617919245
ef_fefbc1c3,GBR,0.7895396226012851
ef_4129e497,GBR,0.7885565719237975
ef_596837d5,GBR,0.834853846316021
ef_6d7a34f5,GBR,0.8365501805509049
ef_fe693c4f,GBR,0.7525563805579437
ef_8acee5fc,GBR,0.7761772790992754
ef_8078f84b,GBR,0.8066865633006461
ef_f2acaadc,GBR,0.7861727717137571
ef_e46f21dd,GBR,0.8107217084945573
ef_f27e0ccb,GBR,0.7928472028766667
ef_57eeb484,GBR,0.8387345317818248
ef_476eb661,GBR,0.7753896039943383
ef_7ad2c8ca,GBR,0.8077668128119312
ef_3fd75dd6,GBR,0.7892537350556915
ef_c2849a32,GBR,0.7958975194149875
ef_e42028a6,GBR,0.7744018030734171
ef_8d47a412,GBR,0.7619365769256845
ef_769d96c0,GBR,0.7293858453745159
ef_3c775bf4,GBR,0.753586753511633
ef_ac09bcdd,GBR,0.8193193814244951
ef_8bea7102,GBR,0.7638276949318271
ef_cd5836f2,GBR,0.7314264035306176
ef_4a1e128b,GBR,0.7509078587639273
ef_a08dc111,GBR,0.7648725947231018
ef_84018d1e,GBR,0.7867614895643884
ef_0451156d,GBR,0.7980787133734942
ef_68d844d7,GBR,0.7912625489623144
ef_c9194194,GBR,0.7296808689587247
ef_af692321,GBR,0.794520980965341
ef_ce324c61,GBR,0.7985455874803895
ef_5cecdeff,GBR,0.7777070719308233
ef_dc845612,GBR,0.8213522086995063
ef_0d460e40,GBR,0.8152322213877817
ef_67739db8,GBR,0.724249803955309
ef_4c530638,GBR,0.7495390818453086
ef_6e74dd45,GBR,0.8000958016417005
ef_9f1ae888,GBR,0.753128662212074
ef_a2c00002,GBR,0.7766410899164015
ef_7afd7361,GBR,0.7634387176622913
ef_3e51e82b,GBR,0.7493082547393731
ef_5c49b6e7,GBR,0.8055937624227173
ef_6293e443,GBR,0.7643477859511427
ef_d0fbdd60,GBR,0.7735043806255225
ef_f61d6c11,GBR,0.7876088316474718
ef_29234343,GBR,0.7440633805180376
ef_75c2f01a,GBR,0.7734936771359354
ef_3afa13f5,GBR,0.7916362506713494
ef_d3c2777c,GBR,0.7586849297165822
ef_41f635f5,GBR,0.7510805784618727
ef_51fc12d4,GBR,0.8058117445464971
ef_ef5a914a,GBR,0.76252350502522
ef_1e2e3fa9,GBR,0.8146977857662331
ef_1162c36f,GBR,0.7581805516791308
ef_1933110a,GBR,0.8389883285797729
ef_d038da3a,GBR,0.7346864096787246
ef_6df55695,GBR,0.7642286261470871
ef_09a126e2,GBR,0.7835793009765623
ef_0195ccf4,GBR,0.7736795475070696
ef_5d05f06e,GBR,0.7865288857784928
ef_6fb39adc,GBR,0.8245009876005334
ef_c6a4aac1,GBR,0.7826606957280671
ef_562936f4,GBR,0.7590441384567409
ef_a89ecfc0,GBR,0.8237987811915359
ef_dd694166,GBR,0.7895609211535176
ef_588b2e51,GBR,0.7528664063691147
ef_5f75b6d1,GBR,0.7776485944097139
ef_61e1c69c,GBR,0.8374698894055452
ef_aa46d4f9,GBR,0.7758686199945065
ef_a308cf54,GBR,0.8262990467698087
ef_b0a7fb10,GBR,0.796512077653131
ef_41a10fdb,GBR,0.7763317487019105
ef_9224cc3a,GBR,0.7746973704907324
ef_f2b0952e,GBR,0.8033188781979161
ef_e90ef59a,GBR,0.7941418421670313
ef_4f45f0d0,GBR,0.7575974825834813
ef_56050369,GBR,0.7773582796525447
ef_d0cd28bf,GBR,0.7689739266803928
ef_c3372667,GBR,0.7453046059439923
ef_adccc8b7,GBR,0.7939337622876138
ef_efe05f88,GBR,0.7440660370201525
ef_b141f988,GBR,0.7944483730752889
ef_27df2271,GBR,0.8246215922512877
ef_fe555d3b,GBR,0.8225858300761347
ef_fdcb956f,GBR,0.7398832491120847
ef_35812c16,GBR,0.7401102293925068
ef_7e3d8a6d,GBR,0.7079330929874988
ef_4ffef17b,GBR,0.8043532611923739
ef_6ea45b1a,GBR,0.7494475665294872
ef_4caf7df6,GBR,0.7802955702419778
ef_4e1f480b,GBR,0.7819718706194224
ef_815df3d8,GBR,0.8335022814558868
ef_81721520,GBR,0.7619653000938372
ef_752faa36,GBR,0.7531734820716506
ef_d3249de8,GBR,0.8233804420789778
ef_5b541d22,GBR,0.8085384499636117
ef_85de54b5,GBR,0.7218383524440873
ef_650c8e3d,GBR,0.8204248898113722
ef_ebb8d4cd,GBR,0.7631384139561895
ef_574c05be,GBR,0.7727226747610239
ef_85c81c92,GBR,0.7440784255857106
ef_5d07fcb4,GBR,0.8161097484070545
ef_a3475720,GBR,0.7990544311986348
ef_4ed76eb3,GBR,0.7634994344593123
ef_9650f54a,GBR,0.8168723231288807
ef_7d3e39a9,GBR,0.7667785952022258
ef_4f1ac04d,GBR,0.743456338051817
ef_b1219f40,GBR,0.7297330289471836
ef_e8c675e4,GBR,0.7182723602012137
ef_d811fe3b,GBR,0.7993640064714742
ef_c43822d1,GBR,0.7855076201787609
ef_8308381f,GBR,0.8364481114076355
ef_520e4760,GBR,0.7791952033841395
ef_b46ce4ee,GBR,0.7988556568994141
ef_0b8784d3,GBR,0.770542796648515
ef_56d2acd5,GBR,0.7910680742885323
ef_d2740891,GBR,0.7381927682003049
ef_1852a56b,GBR,0.756728772472028
ef_5c6ee2ef,GBR,0.7745367987250726
ef_96091544,GBR,0.8114842577649427
ef_7287f0ed,GBR,0.8384203146169975
ef_e22b0fdc,GBR,0.8171165577556088
ef_bca3af70,GBR,0.8149743225412388
ef_5ba5f755,GBR,0.7575841832155067
ef_5d5d41a3,GBR,0.8046192277389789
ef_717b338b,GBR,0.7521572613092283
ef_8f62e7cd,GBR,0.778107996086316
ef_f8aca2de,GBR,0.8170301454016388
ef_3b36b64f,GBR,0.8201061590301025
ef_60b7ccd3,GBR,0.7270858565631012
ef_c9a4eeca,GBR,0.7534304429209003
ef_dcec75fc,GBR,0.7942658586038619
ef_949ff874,GBR,0.718790377331885
ef_c42af442,GBR,0.7565818729664437
ef_93098fec,GBR,0.8097253650473774
ef_36571fd9,GBR,0.7375663444856612
ef_3ed16881,GBR,0.8200679195438747
ef_457a5f05,GBR,0.7477065954860521
ef_2515ad10,GBR,0.7282382405183463
ef_6aefb9a3,GBR,0.7792012037054895
ef_e0adacc7,GBR,0.7697372697341166
ef_d90b90fe,GBR,0.819859425393589
ef_a76df271,GBR,0.733132422476042
ef_60af7a8f,GBR,0.7650744269052961
ef_aaccbf20,GBR,0.7907461534817811
ef_ed1d410c,GBR,0.8035376876468426
ef_956b47a4,GBR,0.8292698917660073
ef_85ccb325,GBR,0.7925598139144775
ef_93f120b5,GBR,0.7659795770741763
ef_df8d006a,GBR,0.7675073811201738
ef_7aec1490,GBR,0.7171765934153075
ef_164d43d6,GBR,0.7988977036381965
ef_a5f46993,GBR,0.7623451531159123
ef_e3d7a239,GBR,0.7383955146615636
ef_18cf97fb,GBR,0.7410284702667139
ef_acdfa9d3,GBR,0.7827203854502743
ef_fc3ee9c8,GBR,0.7520820810638275
ef_f57f91c0,GBR,0.7781375866722436
ef_0a4b2a9d,GBR,0.814796060698391
ef_d68bb805,GBR,0.7787303017277156
ef_a77b6a6e,GBR,0.800614663259926
ef_d61d5d3a,GBR,0.8247364335434032
ef_d6f7679f,GBR,0.775607470925978
ef_4e03482e,GBR,0.7468617320519662
ef_6712e187,GBR,0.7923113067005506
ef_ae2990c5,GBR,0.7415847771529416
ef_84caedae,GBR,0.7664541803832566
ef_69a01266,GBR,0.7686350765944007
ef_fd26ba54,GBR,0.7571412999678547
ef_3b189485,GBR,0.7925686683689092
ef_73ec8383,GBR,0.7496412057609652
ef_f5828dff,GBR,0.8155004979014858
ef_195a20cf,GBR,0.7698988643553561
ef_8b59a902,GBR,0.7566077832803617
ef_2d713030,GBR,0.7349425714333413
ef_d5bca059,GBR,0.8026507656090592
ef_92df7036,GBR,0.809662400581202
ef_26f2671f,GBR,0.7568515235060999
ef_f0c54a8b,GBR,0.7495501527422456
ef_62cf7dac,GBR,0.7886295929803578
ef_304985e8,GBR,0.752464176817798
ef_bc48fcb7,GBR,0.7370779571418882
ef_79a7da78,GBR,0.8092058146221269
ef_0bf0182a,GBR,0.7681882207951753
ef_c67e838a,GBR,0.761457906738925
ef_25c3b21e,GBR,0.7918640800751282
ef_cb5ad14e,GBR,0.7302401973780106
ef_cad4bc92,GBR,0.7952689312346971
ef_9a3e36d9,GBR,0.756847893447217
ef_6710bfd7,GBR,0.7543184556742729
ef_5d464ce3,GBR,0.7769180374351911
ef_521e6992,GBR,0.7984752579909603
ef_8ecf7e26,GBR,0.760953617180995
ef_1dac1582,GBR,0.7607134074701344
ef_63c98058,GBR,0.7598870291711649
ef_41fcd79e,GBR,0.8380276535129498
ef_a65a1dd4,GBR,0.7652372973022529
ef_2d5fa1b7,GBR,0.7632191197483668
ef_e56f7cf8,GBR,0.7908980602120342
ef_a05541f0,GBR,0.7626385416786658
ef_929665a9,GBR,0.727247321010888
ef_b497b37d,GBR,0.7759974440188762
ef_f5da74d6,GBR,0.7559251601029301
ef_19d30d0c,GBR,0.7755099757589742
ef_7bafaa46,GBR,0.7989485951785151
ef_f1bd82ed,GBR,0.8016048785315449
ef_e37c1b06,IDN,0.8012741199614176
ef_b4303bde,IDN,0.757532302729739
ef_64cf77cc,IDN,0.7732597770059981
ef_49f02b03,IDN,0.7547432450894894
ef_9c407aad,IDN,0.820126322658921
ef_7a9a12d6,IDN,0.8070611643669903
ef_3a85b709,IDN,0.803860705343963
ef_f2989889,IDN,0.7503147163307521
ef_5a71f971,IDN,0.7989913031458435
ef_0fa5a3a3,IDN,0.7989333108120826
ef_ce2a3459,IDN,0.8182270019787129
ef_372e8950,IDN,0.8009421385467581
ef_c39a54ff,IDN,0.8128755024127067
ef_85277315,IDN,0.7662203828779081
ef_98b8634f,IDN,0.8012517237879674
ef_8b65d5f2,IDN,0.7616318939978922
ef_a82c6a3d,IDN,0.7812080748060515
ef_6b50fb2f,IDN,0.7747093275863078
ef_118e56d8,IDN,0.7873375725224201
ef_ae3ef100,IDN,0.8143026982042206
ef_12259403,IDN,0.7857869639313596
ef_d81cb53b,IDN,0.7471196203114919
ef_5770ff3e,IDN,0.8105459744234049
ef_de248786,IDN,0.7998281359267759
ef_002f4d6b,IDN,0.7832642080099145
ef_e20e8d04,IDN,0.7288355273971123
ef_36f5b8e5,IDN,0.7794646979799557
ef_d1688dc7,IDN,0.7760828644856064
ef_0a35c794,IDN,0.812614809258859
ef_f7237c00,IDN,0.7825447750744793
ef_ff22d46f,IDN,0.7525414793726773
ef_57f4bcf0,IDN,0.7388308967983601
ef_f3ada1ef,IDN,0.8102658268330801
ef_f7b82da3,IDN,0.7679696610219992
ef_89b975e9,IDN,0.7620116965376682
ef_20055e34,IDN,0.7559086154751773
ef_8474f064,IDN,0.807624938949021
ef_4d5dddff,IDN,0.8025224776880772
ef_5f6b2a62,IDN,0.7613229085952266
ef_b1067850,IDN,0.7733179513897852
ef_ee28c997,IDN,0.7150237866419137
ef_ce408b35,IDN,0.7565329754287221
ef_f7d353a3,IDN,0.7912641923748863
ef_1847a5d1,IDN,0.8015419015635485
ef_163814b7,IDN,0.8247692334333395
ef_d8b3ae72,IDN,0.7832198549690448
ef_7802028a,IDN,0.7659395742188981
ef_bddcced5,IDN,0.744975331042785
ef_0641e501,IDN,0.8024308937420049
ef_9b8f4495,IDN,0.7724695417228755
ef_5b1b2206,IDN,0.7899677953722847
ef_3581a699,IDN,0.7016853210346284
ef_f083871a,IDN,0.713977503405974
ef_09dca834,IDN,0.7978322257192412
ef_67ea2e29,IDN,0.78131389606802
ef_92ad9b53,IDN,0.74378538505787
ef_7c0609bc,IDN,0.8001038525789615
ef_0e2e812b,IDN,0.780761192220178
ef_4fcf8c82,IDN,0.7662017630154437
ef_a60b7af9,IDN,0.752911361611469
ef_922961b2,IDN,0.787455394592976
ef_b35909f8,IDN,0.7715756438341989
ef_ec24d8b9,IDN,0.7938239768400233
ef_b48f162c,IDN,0.7687487485979215
ef_b3788960,IDN,0.7802455606767836
ef_6fd7c28b,IDN,0.7814619701797777
ef_d456ff01,IDN,0.773887450331328
ef_8566d842,IDN,0.8020213365757876
ef_534ca5ac,IDN,0.7217085454626432
ef_9b024159,IDN,0.7685577347485633
ef_46928092,IDN,0.7676080946858793
ef_81691700,IDN,0.7865740409471522
ef_e1602962,IDN,0.7573460253723606
ef_60ddc877,IDN,0.8199643782761731
ef_bbca2b6c,IDN,0.7858902062751367
ef_76d00fcc,IDN,0.8116057688951415
ef_8bc35d6f,IDN,0.7980611275109767
ef_ea3f606e,IDN,0.7761619710937535
ef_b022bd59,IDN,0.8181541377749699
ef_f25eabc3,IDN,0.7569292683045293
ef_b9812020,IDN,0.7354278895407517
ef_cf9c0255,IDN,0.7803621857559663
ef_3e4fd1ba,IDN,0.7043330446214324
ef_5957bec0,IDN,0.7851326379335082
ef_5db5d5b5,IDN,0.7870470558030179
ef_4b2bbd9e,IDN,0.7271009473529312
ef_5c094105,IDN,0.7597835805836027
ef_21695532,IDN,0.7711994225585449
ef_94f625ef,IDN,0.7874914412691455
ef_681709f1,IDN,0.8017472597874508
ef_c5ec41db,IDN,0.7818485769889216
ef_131faa62,IDN,0.7837523957900495
ef_0c6a26d4,IDN,0.7171205461575195
ef_d8c0556f,IDN,0.7223125072739079
ef_8e83add7,IDN,0.7669687916709829
ef_e6eda768,IDN,0.7886244568779105
ef_024e4dda,IDN,0.7557480146959299
ef_3c3cdba9,IDN,0.7914352430147664
ef_4c288513,IDN,0.8302079173814593
ef_56d9af21,IDN,0.8393564806381084
ef_e24cf34e,IDN,0.8017072769204446
ef_f9cb4c27,IDN,0.7991286632540983
ef_328fa917,IDN,0.7531537389168542
ef_7ffe02e2,IDN,0.8261749064705405
ef_2bb1dbf2,IDN,0.7928273456974156
ef_5d1f025a,IDN,0.8113115939934813
ef_ae2bb195,IDN,0.8009393445149705
ef_632ce6b5,IDN,0.7633926713752731
ef_df47b920,IDN,0.7994816885604089
ef_9ed9aa80,IDN,0.800570684834765
ef_3ff81dfc,IDN,0.8008137055325778
ef_2e9f6af3,IDN,0.7992353541313572
ef_757fc390,IDN,0.8046589212801732
ef_c5046c29,IDN,0.8465737619568444
ef_66097aad,IDN,0.7577063781444591
ef_56acf0c4,IDN,0.7438656914549165
ef_d4e4ca3c,IDN,0.8017436464972877
ef_21f85363,IDN,0.743901520803944
ef_a9d5cb28,IDN,0.7739272464674708
ef_e92d7f2d,IDN,0.8149143591450208
ef_62c6b994,IDN,0.7682207038286492
ef_025e7754,IDN,0.7366856092595541
ef_45c18bf6,IDN,0.7712129186739666
ef_fe558665,IDN,0.7605161853594038
ef_b406f4cf,IDN,0.7498148371927759
ef_a8e44b41,IDN,0.7632843007611783
ef_ef299a12,IDN,0.7740400165477035
ef_e4436461,IDN,0.7934516117236451
ef_26bf6bf0,IDN,0.7443677369222655
ef_42f7453a,IDN,0.7920202945755954
ef_3d47f4c4,IDN,0.7624032065595435
ef_2bce5207,IDN,0.7700025669247451
ef_463d42cd,IDN,0.805959921977904
ef_320bb842,IDN,0.7106583150934894
ef_5511b669,IDN,0.7633264070562058
ef_60b78465,IDN,0.7407386741890951
ef_e56771ed,IDN,0.7573238112993955
ef_c0416f3c,IDN,0.7063120276517728
ef_fbebb061,IDN,0.7460059938521663
ef_087156c8,IDN,0.758238007049281
ef_c7da384b,IDN,0.7645931486357455
ef_c9afeb8a,IDN,0.810186799682656
ef_122243ac,IDN,0.8221907575438836
ef_747c28f0,IDN,0.7764339258813447
ef_82f22cad,IDN,0.7932790684244262
ef_364a0e86,IDN,0.8128327620988226
ef_eb21c293,IDN,0.8193996332218925
