ef_id,type_id,confidence
ef_a35d55d0,type_7,0.7
ef_42e3bf52,type_7,0.7
ef_7b6b951e,type_7,0.7
ef_99e9f991,type_7,0.7
ef_872afffa,type_7,0.7
ef_12e9b3d8,type_7,0.7
ef_0522e51a,type_7,0.7
ef_c3037d3c,type_7,0.7
ef_d11313b6,type_7,0.7
ef_f21bb7d9,type_7,0.7
ef_a2ed5430,type_7,0.7
ef_4bbb175a,type_7,0.7
ef_116cecbb,type_7,0.7
ef_82ab63b2,type_7,0.7
ef_4bd7b2bb,type_7,0.7
ef_67bbc9f7,type_7,0.7
ef_c33f2894,type_7,0.7
ef_5d0f3b25,type_7,0.7
ef_8e458255,type_7,0.7
ef_0df7473d,type_7,0.7
ef_278ee57e,type_7,0.7
ef_af6aa165,type_7,0.7
ef_ff21666c,type_7,0.7
ef_0b9e4e3a,type_7,0.7
ef_7e9eef0b,type_7,0.7
ef_ceffb695,type_7,0.7
ef_4be34215,type_7,0.7
ef_8eb9c5e9,type_7,0.7
ef_607e1625,type_7,0.7
ef_f5852096,type_7,0.7
ef_7940e85d,type_7,0.7
ef_e9ab411b,type_7,0.7
ef_ae5022fc,type_7,0.7
ef_c92ef6cd,type_7,0.7
ef_ce0ccd6b,type_7,0.7
ef_dee0fd6e,type_7,0.7
ef_2fbdc5ee,type_7,0.7
ef_b15d3f32,type_7,0.7
ef_5a000096,type_7,0.7
ef_a54775e5,type_7,0.7
ef_a8bcf539,type_7,0.7
ef_ba58cf43,type_7,0.7
ef_4a92d464,type_7,0.7
ef_84c89d1e,type_7,0.7
ef_efb2f030,type_7,0.7
ef_babccddc,type_7,0.7
ef_39b0ed2d,type_7,0.7
ef_e8a77d0b,type_7,0.7
ef_c5e87fe8,type_7,0.7
ef_53bb6bcb,type_7,0.7
ef_d54d50bd,type_7,0.7
ef_c8e4088a,type_7,0.7
ef_8fea2947,type_7,0.7
ef_efd0856f,type_7,0.7
ef_8f97fa97,type_7,0.7
ef_2b7cfa04,type_7,0.7
ef_5b53241f,type_7,0.7
ef_735941e0,type_7,0.7
ef_48f37ccb,type_7,0.7
ef_2f603ce4,type_7,0.7
ef_f3c3968e,type_7,0.7
ef_2f57cfce,type_7,0.7
ef_57336b92,type_7,0.7
ef_bcb2a95b,type_7,0.7
ef_e61d1b42,type_7,0.7
ef_60c57ec2,type_7,0.7
ef_1c35f2d9,type_7,0.7
ef_e902f721,type_7,0.7
ef_b6d63a3a,type_7,0.7
ef_66db3d91,type_7,0.7
ef_454c8b51,type_7,0.7
ef_6b8b0eee,type_7,0.7
ef_c94188fa,type_7,0.7
ef_0d872d08,type_7,0.7
ef_2fee2e31,type_7,0.7
ef_81694490,type_7,0.7
ef_0d584da6,type_7,0.7
ef_f1b59e23,type_7,0.7
ef_38915a4c,type_7,0.7
ef_a1c734ae,type_7,0.7
ef_a762f37d,type_7,0.7
ef_f7313a9b,type_7,0.7
ef_b7260435,type_7,0.7
ef_68a15917,type_7,0.7
ef_43ed6658,type_7,0.7
ef_24cb941e,type_7,0.7
ef_eddc919c,type_7,0.7
ef_b8c00e81,type_7,0.7
ef_2e7df32c,type_7,0.7
ef_9614b344,type_7,0.7
ef_94f192c6,type_7,0.7
ef_2b4abc64,type_7,0.7
ef_57f103c6,type_7,0.7
ef_1242ec50,type_7,0.7
ef_ca16c991,type_7,0.7
ef_a13fa9eb,type_7,0.7
ef_f0a3eda4,type_7,0.7
ef_bb8db93d,type_7,0.7
ef_318d0c32,type_7,0.7
ef_17492cf1,type_7,0.7
ef_1a4a256e,type_7,0.7
ef_2dcc313f,type_7,0.7
ef_11270e15,type_7,0.7
ef_a065c4f9,type_7,0.7
ef_fcbebfca,type_7,0.7
ef_96dffe6a,type_7,0.7
ef_04f5a946,type_7,0.7
ef_3096f7e5,type_7,0.7
ef_5b00730f,type_7,0.7
ef_5e3ff90e,type_7,0.7
ef_34a3b918,type_7,0.7
ef_d7c8e92f,type_7,0.7
ef_a1f95a57,type_7,0.7
ef_f63a1df5,type_7,0.7
ef_04a4b35d,type_7,0.7
ef_d1f6c9e0,type_7,0.7
ef_2e9922b4,type_7,0.7
ef_a88c85c6,type_7,0.7
ef_ecfd01e9,type_7,0.7
ef_75801828,type_7,0.7
ef_f76f70bc,type_7,0.7
ef_ae94c761,type_7,0.7
ef_21758f91,type_7,0.7
ef_a4e67dd8,type_7,0.7
ef_74be9ad9,type_7,0.7
ef_2915f2ab,type_7,0.7
ef_eb8478a7,type_7,0.7
ef_1d5df6b6,type_7,0.7
ef_0a9e4ffb,type_7,0.7
ef_97975e8f,type_7,0.7
ef_cf6e2672,type_7,0.7
ef_84996afa,type_7,0.7
ef_3973029a,type_7,0.7
ef_e2466eef,type_7,0.7
ef_6383349b,type_7,0.7
ef_bd447e34,type_7,0.7
ef_83483a48,type_7,0.7
ef_4fb88566,type_7,0.7
ef_80513db2,type_7,0.7
ef_61f1be20,type_7,0.7
ef_68df9dee,type_7,0.7
ef_2b8d9a44,type_7,0.7
ef_0a04f145,type_7,0.7
ef_e259b348,type_7,0.7
ef_ad635ecb,type_7,0.7
ef_83051c67,type_7,0.7
ef_5fa6b6f9,type_7,0.7
ef_287f96ee,type_7,0.7
ef_3ed90172,type_7,0.7
ef_27b03326,type_7,0.7
ef_89ecfecc,type_7,0.7
ef_70613424,type_7,0.7
ef_9e67f57f,type_7,0.7
ef_291c746b,type_7,0.7
ef_7d8b1c6d,type_7,0.7
ef_3ee50373,type_7,0.7
ef_c28e60b2,type_7,0.7
ef_e9e4f4c6,type_7,0.7
ef_893fa097,type_7,0.7
ef_0c0d09d3,type_7,0.7
ef_5c87c895,type_7,0.7
ef_854aab52,type_7,0.7
ef_58082492,type_7,0.7
ef_e1819e19,type_7,0.7
ef_b9212073,type_7,0.7
ef_74e711e9,type_7,0.7
ef_6d673375,type_7,0.7
ef_7a573cc5,type_7,0.7
ef_96d488fc,type_7,0.7
ef_4afe8997,type_7,0.7
ef_e899662b,type_7,0.7
ef_9c916d24,type_7,0.7
ef_1073bd17,type_7,0.7
ef_812d8b1f,type_7,0.7
ef_65ad7b72,type_7,0.7
ef_2ed25094,type_7,0.7
ef_389157af,type_7,0.7
ef_ec5f5235,type_7,0.7
ef_e3e20c50,type_7,0.7
ef_e9d2e5c5,type_7,0.7
ef_4dd689a1,type_7,0.7
ef_b139e0a8,type_7,0.7
ef_b3e87d22,type_7,0.7
ef_a04b744d,type_7,0.7
ef_701586e5,type_7,0.7
ef_2b36b80a,type_7,0.7
ef_6f8ed2c8,type_7,0.7
ef_b2d162e9,type_7,0.7
ef_22aaf6c9,type_7,0.7
ef_ddc7a9c2,type_7,0.7
ef_9f5c1212,type_7,0.7
ef_60942c4f,type_7,0.7
ef_90c690e1,type_7,0.7
ef_f69a8243,type_7,0.7
ef_9972a6b7,type_7,0.7
ef_e6e4f5f3,type_7,0.7
ef_c02a204b,type_7,0.7
ef_8c10eb46,type_7,0.7
ef_cab9308c,type_7,0.7
ef_78adc2ca,type_7,0.7
ef_51cf95b4,type_7,0.7
ef_0e4b2976,type_7,0.7
ef_f0428f60,type_7,0.7
ef_5fb746d2,type_7,0.7
ef_663a8792,type_7,0.7
ef_5de07343,type_7,0.7
ef_b6617d3f,type_7,0.7
ef_cbd51c1d,type_7,0.7
ef_1a4b5adb,type_7,0.7
ef_844fd74e,type_7,0.7
ef_da572ae8,type_7,0.7
ef_7cd38eee,type_7,0.7
ef_2ed87638,type_7,0.7
ef_1c861144,type_7,0.7
ef_dac8b99e,type_7,0.7
ef_b4e20141,type_7,0.7
ef_1576dbea,type_7,0.7
ef_b4b04987,type_7,0.7
ef_41d89973,type_7,0.7
ef_c3e1ed2f,type_7,0.7
ef_b6e1ba1c,type_7,0.7
ef_f0010021,type_7,0.7
ef_0c2f1760,type_7,0.7
ef_234beb54,type_7,0.7
ef_b94b8bf3,type_7,0.7
ef_258b372b,type_7,0.7
ef_e982e917,type_7,0.7
ef_f0e416d4,type_7,0.7
ef_f159bc86,type_7,0.7
ef_7b6484b0,type_7,0.7
ef_a7242ebd,type_7,0.7
ef_1be40108,type_7,0.7
ef_c3e2f7a8,type_7,0.7
ef_2bffe828,type_7,0.7
ef_6d07bcbd,type_7,0.7
ef_3cbe16ed,type_7,0.7
ef_b210311f,type_7,0.7
ef_f7acea96,type_7,0.7
ef_79a337db,type_7,0.7
ef_404a65b4,type_7,0.7
ef_c01ebf75,type_7,0.7
ef_436ff433,type_7,0.7
ef_5da6045b,type_7,0.7
ef_ce9c8a82,type_7,0.7
ef_6e6f7fc2,type_7,0.7
ef_c110492b,type_7,0.7
ef_c9d3184f,type_7,0.7
ef_d81a669c,type_7,0.7
ef_2c90979c,type_7,0.7
ef_3fa00e33,type_7,0.7
ef_afdefec1,type_7,0.7
ef_3562aaa1,type_7,0.7
ef_671c8784,type_7,0.7
ef_a04f0498,type_7,0.7
ef_2fad85a3,type_7,0.7
ef_1ef16bd3,type_7,0.7
ef_c86f726c,type_7,0.7
ef_31f35103,type_7,0.7
ef_dcef4aa1,type_7,0.7
ef_13925106,type_7,0.7
ef_705b252a,type_7,0.7
ef_ca7c78e3,type_7,0.7
ef_b28e6c44,type_7,0.7
ef_3db50e63,type_7,0.7
ef_cb8b5c99,type_7,0.7
ef_798762f1,type_7,0.7
ef_a86ccd77,type_7,0.7
ef_4007d0b7,type_7,0.7
ef_53ee42aa,type_7,0.7
ef_8fbd3214,type_7,0.7
ef_4a5dc308,type_7,0.7
ef_bd3dee04,type_7,0.7
ef_50e4a82e,type_7,0.7
ef_e8d23689,type_7,0.7
ef_d7ea69bc,type_7,0.7
ef_9f0bee58,type_7,0.7
ef_c40a0f0f,type_7,0.7
ef_6b4d7b82,type_7,0.7
ef_64bb199b,type_7,0.7
ef_17982399,type_7,0.7
ef_a1396c0e,type_7,0.7
ef_74f425de,type_7,0.7
ef_e0286bae,type_7,0.7
ef_9f6cec17,type_7,0.7
ef_e4cfe52d,type_7,0.7
ef_68c0a190,type_7,0.7
ef_86890cb8,type_7,0.7
ef_3fe1cddd,type_7,0.7
ef_308f186c,type_7,0.7
ef_1d63eb13,type_7,0.7
ef_a696157b,type_7,0.7
ef_9bf04265,type_7,0.7
ef_0ba6a99f,type_7,0.7
ef_1757d8e3,type_7,0.7
ef_b3619930,type_7,0.7
ef_934a66f6,type_7,0.7
ef_41e19d24,type_7,0.7
ef_11481de4,type_7,0.7
ef_4a76d17b,type_7,0.7
ef_6fbccc60,type_7,0.7
ef_ca1d5ca1,type_7,0.7
ef_4b3cb1a4,type_7,0.7
ef_bfd07b71,type_7,0.7
ef_d555ce8b,type_7,0.7
ef_7985ff55,type_7,0.7
ef_cb5b306c,type_7,0.7
ef_2d69c186,type_7,0.7
ef_8621af91,type_7,0.7
ef_20b9f64f,type_7,0.7
ef_9c457a5d,type_7,0.7
ef_c5a53623,type_7,0.7
ef_e550f9e5,type_7,0.7
ef_6ad5d6e8,type_7,0.7
ef_18a99a0c,type_7,0.7
ef_ec4406cc,type_7,0.7
ef_eb57e45c,type_7,0.7
ef_eb4bc666,type_7,0.7
ef_d4188cc4,type_7,0.7
ef_c0228d35,type_7,0.7
ef_79de81e0,type_7,0.7
ef_a38f6eb1,type_7,0.7
ef_be4252bc,type_7,0.7
ef_1b823bf9,type_7,0.7
ef_fb73aa8d,type_7,0.7
ef_c145fc34,type_7,0.7
ef_23a6f280,type_7,0.7
ef_9da7d11a,type_7,0.7
ef_dd56401e,type_7,0.7
ef_967a014c,type_7,0.7
ef_e56b9c8e,type_7,0.7
ef_27c0bbdd,type_7,0.7
ef_32b7b9b8,type_7,0.7
ef_ba12897b,type_7,0.7
ef_47fa843b,type_7,0.7
ef_ec2253d8,type_7,0.7
ef_aaa7f60e,type_7,0.7
ef_7b81e47b,type_7,0.7
ef_98c35832,type_7,0.7
ef_3030008b,type_7,0.7
ef_e84defd5,type_7,0.7
ef_6250d436,type_7,0.7
ef_d08a8880,type_7,0.7
ef_d89cbfbd,type_7,0.7
ef_243e6032,type_7,0.7
ef_f76cafda,type_7,0.7
ef_33df4250,type_7,0.7
ef_5e594557,type_7,0.7
ef_6b7e91ed,type_7,0.7
ef_f44e833b,type_7,0.7
ef_5a1b4f3e,type_7,0.7
ef_f7d40d5b,type_7,0.7
ef_e1e83793,type_7,0.7
ef_25bf8f8b,type_7,0.7
ef_9d58a4c8,type_7,0.7
ef_3d722c2d,type_7,0.7
ef_40a1096a,type_7,0.7
ef_5c7bab3f,type_7,0.7
ef_26963442,type_7,0.7
ef_ccc2ffdc,type_7,0.7
ef_83ab09ce,type_7,0.7
ef_0a29cf3d,type_7,0.7
ef_fe30b9ac,type_7,0.7
ef_365aa0f6,type_7,0.7
ef_22f1a642,type_7,0.7
ef_9605b336,type_7,0.7
ef_6230b744,type_7,0.7
ef_ba694cda,type_7,0.7
ef_f34b9829,type_7,0.7
ef_cbdac6e3,type_7,0.7
ef_d0fa9888,type_7,0.7
ef_99b559d8,type_7,0.7
ef_e7d1aecd,type_7,0.7
ef_ada8021a,type_7,0.7
ef_8ac6e58c,type_7,0.7
ef_1af5574a,type_7,0.7
ef_75e11e88,type_7,0.7
ef_6a2e7238,type_7,0.7
ef_a014152a,type_7,0.7
ef_333daec6,type_7,0.7
ef_9181672f,type_7,0.7
ef_efab8c80,type_7,0.7
ef_edd73f25,type_7,0.7
ef_3baf9707,type_7,0.7
ef_3574aa98,type_7,0.7
ef_2f831745,type_7,0.7
ef_0b159091,type_7,0.7
ef_d44e1843,type_7,0.7
ef_280407ca,type_7,0.7
ef_9976b893,type_7,0.7
ef_71a036f6,type_7,0.7
ef_9d7a910a,type_7,0.7
ef_680246b1,type_7,0.7
ef_9de78ab3,type_7,0.7
ef_335c1840,type_7,0.7
ef_198e13c9,type_7,0.7
ef_2880349c,type_7,0.7
ef_9eb01a91,type_7,0.7
ef_ac028089,type_7,0.7
ef_e9107a3c,type_7,0.7
ef_48f3ba8f,type_7,0.7
ef_5a28dd99,type_7,0.7
ef_d6c817c5,type_7,0.7
ef_bc3a6b8b,type_7,0.7
ef_4fbc2ad5,type_7,0.7
ef_d220b737,type_7,0.7
ef_3f7aa92c,type_7,0.7
ef_9eeaea7a,type_7,0.7
ef_24ca5998,type_7,0.7
ef_4b9ffdcd,type_7,0.7
ef_d493c1eb,type_7,0.7
ef_0ae4cf84,type_7,0.7
ef_68c4ae97,type_7,0.7
ef_cdb1e0cd,type_7,0.7
ef_7cf94f8f,type_7,0.7
ef_ab7b6566,type_7,0.7
ef_f242a574,type_7,0.7
ef_1c439649,type_7,0.7
ef_00706a2b,type_7,0.7
ef_81e91695,type_7,0.7
ef_2829ec32,type_7,0.7
ef_49d147eb,type_7,0.7
ef_6f5dbdcb,type_7,0.7
ef_06cb1339,type_7,0.7
ef_829c8625,type_7,0.7
ef_a730c92f,type_7,0.7
ef_3300b188,type_7,0.7
ef_d8b86b8e,type_7,0.7
ef_7b4818a3,type_7,0.7
ef_fc4ce5be,type_7,0.7
ef_9fbc9a91,type_7,0.7
ef_25394a04,type_7,0.7
ef_06256550,type_7,0.7
ef_cc9263da,type_7,0.7
ef_10b3c420,type_7,0.7
ef_9d0d34a8,type_7,0.7
ef_1b73efc8,type_7,0.7
ef_606e96a5,type_7,0.7
ef_62810760,type_7,0.7
ef_df098a9b,type_7,0.7
ef_4339a84f,type_7,0.7
ef_b2fb9cc2,type_7,0.7
ef_a391b80b,type_7,0.7
ef_d4799453,type_7,0.7
ef_e70e321f,type_7,0.7
ef_c84dd89f,type_7,0.7
ef_f50508a5,type_7,0.7
ef_61ebc185,type_7,0.7
ef_00d96928,type_7,0.7
ef_6b216ee0,type_7,0.7
ef_61676287,type_7,0.7
ef_57bc3257,type_7,0.7
ef_0dbf4f82,type_7,0.7
ef_00ada061,type_7,0.7
ef_7b36ba51,type_7,0.7
ef_0f2a98ef,type_7,0.7
ef_8342c224,type_7,0.7
ef_83aa42f5,type_7,0.7
ef_ee251123,type_7,0.7
ef_d6ccfe55,type_7,0.7
ef_85d4d65f,type_7,0.7
ef_09c6106c,type_7,0.7
ef_774537be,type_7,0.7
ef_7839b03f,type_7,0.7
ef_14f60908,type_7,0.7
ef_f1c050fc,type_7,0.7
ef_b0b63f79,type_7,0.7
ef_8e09ce33,type_7,0.7
ef_8d9d2d40,type_7,0.7
ef_a1688853,type_7,0.7
ef_23fddc8c,type_7,0.7
ef_ac26a2d2,type_7,0.7
ef_14e6c1b5,type_7,0.7
ef_b6c0a0d8,type_7,0.7
ef_170d3b4d,type_7,0.7
ef_22c4c8ad,type_7,0.7
ef_450888d7,type_7,0.7
ef_dbf70e1b,type_7,0.7
ef_69c95086,type_7,0.7
ef_039c4499,type_7,0.7
ef_23417fee,type_7,0.7
ef_b1caf9a3,type_7,0.7
ef_fecb21df,type_7,0.7
ef_5477456f,type_7,0.7
ef_10404c79,type_7,0.7
ef_8a727f54,type_7,0.7
ef_42c1b7f5,type_7,0.7
ef_474a9eb3,type_7,0.7
ef_3fc7eb8f,type_7,0.7
ef_9bca307a,type_7,0.7
ef_6a01a253,type_7,0.7
ef_0eca6cc5,type_7,0.7
ef_ce991e62,type_7,0.7
ef_cd68528f,type_7,0.7
ef_7b3a600d,type_7,0.7
ef_bd196664,type_7,0.7
ef_d5b57635,type_7,0.7
ef_7bd41bca,type_7,0.7
ef_e59bbb1e,type_7,0.7
ef_b88a0cd0,type_7,0.7
ef_7312832c,type_7,0.7
ef_717916f4,type_7,0.7
ef_04181ee9,type_7,0.7
ef_6c27dd6d,type_7,0.7
ef_3728596d,type_7,0.7
ef_be99839a,type_7,0.7
ef_37f76851,type_7,0.7
ef_1b199eab,type_7,0.7
ef_6996ac7d,type_7,0.7
ef_62cd35d6,type_7,0.7
ef_0a16d4b2,type_7,0.7
ef_836a821f,type_7,0.7
ef_584293fd,type_7,0.7
ef_0adb41ab,type_7,0.7
ef_d98f1db9,type_7,0.7
ef_5baf7f9a,type_7,0.7
ef_f6ec9e4f,type_7,0.7
ef_184db565,type_7,0.7
ef_6898be6e,type_7,0.7
ef_25ee2d6b,type_7,0.7
ef_90286f95,type_7,0.7
ef_fed8010b,type_7,0.7
ef_7cc08854,type_7,0.7
ef_b128aca4,type_7,0.7
ef_59956707,type_7,0.7
ef_01f9be7e,type_7,0.7
ef_ba547fa5,type_7,0.7
ef_83e7e35e,type_7,0.7
ef_c377f433,type_7,0.7
ef_3d244a50,type_7,0.7
ef_a135159d,type_7,0.7
ef_edf4a29c,type_7,0.7
ef_dcf5559a,type_7,0.7
ef_a79d2222,type_7,0.7
ef_ebbb8358,type_7,0.7
ef_25275d46,type_7,0.7
ef_ac49a316,type_7,0.7
ef_7c8e3aab,type_7,0.7
ef_1e024d76,type_7,0.7
ef_b5300619,type_7,0.7
ef_aad44c65,type_7,0.7
ef_45fd94a5,type_7,0.7
ef_fc9032e5,type_7,0.7
ef_735bb594,type_7,0.7
ef_7e23253b,type_7,0.7
ef_e8ac788a,type_7,0.7
ef_12523172,type_7,0.7
ef_ceeee5c9,type_7,0.7
ef_e6b5baa4,type_7,0.7
ef_251e983d,type_7,0.7
ef_25b25b29,type_7,0.7
ef_6e10645a,type_7,0.7
ef_b367ee77,type_7,0.7
ef_3bcef480,type_7,0.7
ef_a743e452,type_7,0.7
ef_2baca350,type_7,0.7
ef_f404a1c8,type_7,0.7
ef_31923bdf,type_7,0.7
ef_04eb458d,type_7,0.7
ef_1a582a5a,type_7,0.7
ef_4ee15cca,type_7,0.7
ef_62c3ddd2,type_7,0.7
ef_d9b524f9,type_7,0.7
ef_f4b42050,type_7,0.7
ef_04eef428,type_7,0.7
ef_4756a171,type_7,0.7
ef_258d097c,type_7,0.7
ef_e4261641,type_7,0.7
ef_fa862744,type_7,0.7
ef_d82b6440,type_7,0.7
ef_d2572df7,type_7,0.7
ef_cf2873d6,type_7,0.7
ef_5e7025db,type_7,0.7
ef_bc5446b2,type_7,0.7
ef_db642b39,type_7,0.7
ef_0e6958ae,type_7,0.7
ef_c0b14486,type_7,0.7
ef_f4a87c09,type_7,0.7
ef_bead4dbe,type_7,0.7
ef_92a2497c,type_7,0.7
ef_e28ab265,type_7,0.7
ef_f06ebe63,type_7,0.7
ef_91b69a74,type_7,0.7
ef_aabfaf35,type_7,0.7
ef_89d7b132,type_7,0.7
ef_ceb0924d,type_7,0.7
ef_4bbe929f,type_7,0.7
ef_15420275,type_7,0.7
ef_9d80fef3,type_7,0.7
ef_95c0cd9f,type_7,0.7
ef_68ebb1ad,type_7,0.7
ef_a3b3bcb6,type_7,0.7
ef_b69a038e,type_7,0.7
ef_94247b08,type_7,0.7
ef_a3294a21,type_7,0.7
ef_84741110,type_7,0.7
ef_08196b2a,type_7,0.7
ef_86d343e7,type_7,0.7
ef_c8ec6e17,type_7,0.7
ef_cb2fab3f,type_7,0.7
ef_d39abf7e,type_7,0.7
ef_0e14ea64,type_7,0.7
ef_184f82cd,type_7,0.7
ef_41be65ff,type_7,0.7
ef_6f5da402,type_7,0.7
ef_b8c8a7c8,type_7,0.7
ef_40e618d2,type_7,0.7
ef_2086f87c,type_7,0.7
ef_c77ec16d,type_7,0.7
ef_f9a76f83,type_7,0.7
ef_53433e25,type_7,0.7
ef_11605b1c,type_7,0.7
ef_0c62d261,type_7,0.7
ef_bd25e266,type_7,0.7
ef_cded0e91,type_7,0.7
ef_54009a5d,type_7,0.7
ef_1de61e4f,type_7,0.7
ef_c8a33767,type_7,0.7
ef_6ae4bd74,type_7,0.7
ef_bef5e35a,type_7,0.7
ef_24337a64,type_7,0.7
ef_37e66907,type_7,0.7
ef_dc3ae567,type_7,0.7
ef_d054a344,type_7,0.7
ef_2a88bfb5,type_7,0.7
ef_2f1d31c7,type_7,0.7
ef_3bc35e0e,type_7,0.7
ef_31d7a5bc,type_7,0.7
ef_26a53cd3,type_7,0.7
ef_25516ad2,type_7,0.7
ef_2d8f4500,type_7,0.7
ef_f93b8576,type_7,0.7
ef_e46d4bc9,type_7,0.7
ef_b009d6c4,type_7,0.7
ef_6d7981b7,type_7,0.7
ef_a630c685,type_7,0.7
ef_8827f1f7,type_7,0.7
ef_cc28c841,type_7,0.7
ef_0c26d970,type_7,0.7
ef_02cc2b48,type_7,0.7
ef_815223d2,type_7,0.7
ef_052338f9,type_7,0.7
ef_dacf6ab2,type_7,0.7
ef_d204f492,type_7,0.7
ef_f53e0aa0,type_7,0.7
ef_07bc70d5,type_7,0.7
ef_868ea87b,type_7,0.7
ef_746950b2,type_7,0.7
ef_129765c6,type_7,0.7
ef_3001c1e1,type_7,0.7
ef_a58a93af,type_7,0.7
ef_08e7fe6b,type_7,0.7
ef_f72de381,type_7,0.7
ef_bbd651e1,type_7,0.7
ef_57cfcac5,type_7,0.7
ef_9bcdf1b8,type_7,0.7
ef_5e7281d3,type_7,0.7
ef_6209a4f5,type_7,0.7
ef_0c24c47f,type_7,0.7
ef_8ac147a7,type_7,0.7
ef_8c6721f1,type_7,0.7
ef_bf69598c,type_7,0.7
ef_ee21bf9b,type_7,0.7
ef_f5c36e75,type_7,0.7
ef_3df3966b,type_7,0.7
ef_2256de31,type_7,0.7
ef_373bf559,type_7,0.7
ef_9c536945,type_7,0.7
ef_47b301ad,type_7,0.7
ef_bd7188d4,type_7,0.7
ef_9f238c2f,type_7,0.7
ef_c4ebe5d9,type_7,0.7
ef_83fc74ff,type_7,0.7
ef_7c8501d6,type_7,0.7
ef_26cb038f,type_7,0.7
ef_373c5fc0,type_7,0.7
ef_82b0794c,type_7,0.7
ef_0ba4b9e3,type_7,0.7
ef_642d0539,type_7,0.7
ef_93b8d9cf,type_7,0.7
ef_fce5fe78,type_7,0.7
ef_7b92d0c5,type_7,0.7
ef_6684c61d,type_7,0.7
ef_2d2591fd,type_7,0.7
ef_1708906c,type_7,0.7
ef_567805d3,type_7,0.7
ef_2b873247,type_7,0.7
ef_d04ed10b,type_7,0.7
ef_541803ca,type_7,0.7
ef_222eb5ea,type_7,0.7
ef_c993fbed,type_7,0.7
ef_e9db45ee,type_7,0.7
ef_3294b96c,type_7,0.7
ef_6b5dd1bf,type_7,0.7
ef_6cc7ccfd,type_7,0.7
ef_b06671d1,type_7,0.7
ef_549ebdd3,type_7,0.7
ef_d82683bc,type_7,0.7
ef_f2eb6c40,type_7,0.7
ef_471cea40,type_7,0.7
ef_7c39d5a2,type_7,0.7
ef_d3a41003,type_7,0.7
ef_46b025d9,type_7,0.7
ef_bd3bea24,type_7,0.7
ef_eae4a5f7,type_7,0.7
ef_82404260,type_7,0.7
ef_ed2f8d94,type_7,0.7
ef_7f0ba5d9,type_7,0.7
ef_d2982cb0,type_7,0.7
ef_32c7734e,type_7,0.7
ef_f1e7cb3f,type_7,0.7
ef_b5b3be73,type_7,0.7
ef_b8c1a929,type_7,0.7
ef_09fd2edd,type_7,0.7
ef_5ab9ebaa,type_7,0.7
ef_c41d5b31,type_7,0.7
ef_6017f143,type_7,0.7
ef_f61e16ac,type_7,0.7
ef_9d63af4b,type_7,0.7
ef_87d14bbb,type_7,0.7
ef_6f5d8b7b,type_7,0.7
ef_a5532bf3,type_7,0.7
ef_3778dd79,type_7,0.7
ef_a4245501,type_7,0.7
ef_0ca77a40,type_7,0.7
ef_6564233f,type_7,0.7
ef_0d4fb1dd,type_7,0.7
ef_c230bf1c,type_7,0.7
ef_d904342b,type_7,0.7
ef_ee1f187d,type_7,0.7
ef_af74645a,type_7,0.7
ef_5c8750a8,type_7,0.7
ef_7726a5d0,type_7,0.7
ef_306837dc,type_7,0.7
ef_b953342a,type_7,0.7
ef_8451fcf2,type_7,0.7
ef_1c04a18f,type_7,0.7
ef_c4596504,type_7,0.7
ef_02dbc3f8,type_7,0.7
ef_800d6f4e,type_7,0.7
ef_082f7f3f,type_7,0.7
ef_5034c690,type_7,0.7
ef_3a49ebde,type_7,0.7
ef_71fa880a,type_7,0.7
ef_ebdf1515,type_7,0.7
ef_c0293bfa,type_7,0.7
ef_39f12bcf,type_7,0.7
ef_3a88ed47,type_7,0.7
ef_cc58396d,type_7,0.7
ef_36f2055d,type_7,0.7
ef_c9a93ffc,type_7,0.7
ef_377a8fbc,type_7,0.7
ef_2d1e04b9,type_7,0.7
ef_00c9e4a5,type_7,0.7
ef_6361c948,type_7,0.7
ef_a3701abc,type_7,0.7
ef_b2e3a596,type_7,0.7
ef_87f8327c,type_7,0.7
ef_3e0ce015,type_7,0.7
ef_9dcf54ad,type_7,0.7
ef_e843ffd4,type_7,0.7
ef_f2b3bfba,type_7,0.7
ef_42c7243f,type_7,0.7
ef_0f98b6c6,type_7,0.7
ef_b42562d6,type_7,0.7
ef_52ea5525,type_7,0.7
ef_a6d45970,type_7,0.7
ef_7dc2d25b,type_7,0.7
ef_45aff97e,type_7,0.7
ef_64810b20,type_7,0.7
ef_f7c23cd0,type_7,0.7
ef_e2763f6e,type_7,0.7
ef_ac4cebe1,type_7,0.7
ef_114e1eac,type_7,0.7
ef_27e068ac,type_7,0.7
ef_f2561ccf,type_7,0.7
ef_8d982ce6,type_7,0.7
ef_fc43c3c2,type_7,0.7
ef_6dd280fe,type_7,0.7
ef_a6f317ce,type_7,0.7
ef_eed6cf99,type_7,0.7
ef_879c70ab,type_7,0.7
ef_f72f5708,type_7,0.7
ef_33e5b3a8,type_7,0.7
ef_31a29b68,type_7,0.7
ef_7e947054,type_7,0.7
ef_9cbe9e01,type_7,0.7
ef_d25a9cf3,type_7,0.7
ef_a69926e5,type_7,0.7
ef_61781d0f,type_7,0.7
ef_83d9aabf,type_7,0.7
ef_fe8a56d4,type_7,0.7
ef_7c0bac1c,type_7,0.7
ef_aebb9c85,type_7,0.7
ef_f6890d1c,type_7,0.7
ef_1952c1af,type_7,0.7
ef_fe943fec,type_7,0.7
ef_a98494c0,type_7,0.7
