region,sector,gas_type,time_period,multiplier,confidence,description,reference,year
Least Developed Countries,Industry: Non-ferrous Metals,N2O,2019-present,0.56,0.81,Industry: Non-ferrous Metals N2O multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Industry: Non-ferrous Metals,F-gases,2019-present,0.6,0.63,Industry: Non-ferrous Metals F-gases multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,CO2,1990-2000,1.08,0.65,Industry: Chemicals CO2 multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,CH4,1990-2000,1.23,0.66,Industry: Chemicals CH4 multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,N2O,1990-2000,0.9,0.61,Industry: Chemicals N2O multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,F-gases,1990-2000,0.92,0.87,Industry: Chemicals F-gases multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,CO2,2000-2010,1.2,0.63,Industry: Chemicals CO2 multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,CH4,2000-2010,1.47,0.61,Industry: Chemicals CH4 multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,N2O,2000-2010,1.25,0.87,Industry: Chemicals N2O multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,F-gases,2000-2010,1.12,0.67,Industry: Chemicals F-gases multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,CO2,2010-2019,1.0,0.62,Industry: Chemicals CO2 multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,CH4,2010-2019,1.21,0.76,Industry: Chemicals CH4 multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,N2O,2010-2019,1.02,0.79,Industry: Chemicals N2O multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,F-gases,2010-2019,0.75,0.69,Industry: Chemicals F-gases multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,CO2,2019-present,0.89,0.67,Industry: Chemicals CO2 multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,CH4,2019-present,1.0,0.73,Industry: Chemicals CH4 multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,N2O,2019-present,0.76,0.79,Industry: Chemicals N2O multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,Industry: Chemicals,F-gases,2019-present,0.6,0.87,Industry: Chemicals F-gases multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,CO2,1990-2000,0.82,0.65,Industry: Chemicals CO2 multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,CH4,1990-2000,0.93,0.74,Industry: Chemicals CH4 multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,N2O,1990-2000,0.67,0.83,Industry: Chemicals N2O multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,F-gases,1990-2000,0.54,0.67,Industry: Chemicals F-gases multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,CO2,2000-2010,0.9,0.66,Industry: Chemicals CO2 multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,CH4,2000-2010,1.02,0.65,Industry: Chemicals CH4 multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,N2O,2000-2010,0.72,0.73,Industry: Chemicals N2O multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,F-gases,2000-2010,0.75,0.63,Industry: Chemicals F-gases multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,CO2,2010-2019,0.75,0.62,Industry: Chemicals CO2 multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,CH4,2010-2019,0.81,0.65,Industry: Chemicals CH4 multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,N2O,2010-2019,0.62,0.88,Industry: Chemicals N2O multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,F-gases,2010-2019,0.5,0.89,Industry: Chemicals F-gases multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,CO2,2019-present,0.67,0.69,Industry: Chemicals CO2 multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,CH4,2019-present,0.71,0.81,Industry: Chemicals CH4 multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,N2O,2019-present,0.63,0.79,Industry: Chemicals N2O multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,Industry: Chemicals,F-gases,2019-present,0.52,0.83,Industry: Chemicals F-gases multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,CO2,1990-2000,0.85,0.84,Industry: Chemicals CO2 multiplier for Europe in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,CH4,1990-2000,1.17,0.71,Industry: Chemicals CH4 multiplier for Europe in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,N2O,1990-2000,0.81,0.87,Industry: Chemicals N2O multiplier for Europe in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,F-gases,1990-2000,0.78,0.64,Industry: Chemicals F-gases multiplier for Europe in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,CO2,2000-2010,1.04,0.73,Industry: Chemicals CO2 multiplier for Europe in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,CH4,2000-2010,1.26,0.66,Industry: Chemicals CH4 multiplier for Europe in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,N2O,2000-2010,0.95,0.73,Industry: Chemicals N2O multiplier for Europe in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,F-gases,2000-2010,0.84,0.67,Industry: Chemicals F-gases multiplier for Europe in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,CO2,2010-2019,0.89,0.82,Industry: Chemicals CO2 multiplier for Europe in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,CH4,2010-2019,1.07,0.75,Industry: Chemicals CH4 multiplier for Europe in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,N2O,2010-2019,0.85,0.88,Industry: Chemicals N2O multiplier for Europe in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,F-gases,2010-2019,0.67,0.68,Industry: Chemicals F-gases multiplier for Europe in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,CO2,2019-present,0.69,0.82,Industry: Chemicals CO2 multiplier for Europe in 2019-present,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,CH4,2019-present,0.85,0.67,Industry: Chemicals CH4 multiplier for Europe in 2019-present,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,N2O,2019-present,0.61,0.62,Industry: Chemicals N2O multiplier for Europe in 2019-present,IPCC AR6 WG3 (Simulated),2022
Europe,Industry: Chemicals,F-gases,2019-present,0.55,0.63,Industry: Chemicals F-gases multiplier for Europe in 2019-present,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,CO2,1990-2000,1.43,0.8,Industry: Chemicals CO2 multiplier for East Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,CH4,1990-2000,1.48,0.72,Industry: Chemicals CH4 multiplier for East Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,N2O,1990-2000,1.31,0.86,Industry: Chemicals N2O multiplier for East Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,F-gases,1990-2000,1.06,0.85,Industry: Chemicals F-gases multiplier for East Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,CO2,2000-2010,1.61,0.76,Industry: Chemicals CO2 multiplier for East Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,CH4,2000-2010,1.86,0.86,Industry: Chemicals CH4 multiplier for East Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,N2O,2000-2010,1.27,0.82,Industry: Chemicals N2O multiplier for East Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,F-gases,2000-2010,1.07,0.84,Industry: Chemicals F-gases multiplier for East Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,CO2,2010-2019,1.3,0.66,Industry: Chemicals CO2 multiplier for East Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,CH4,2010-2019,1.36,0.83,Industry: Chemicals CH4 multiplier for East Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,N2O,2010-2019,1.09,0.8,Industry: Chemicals N2O multiplier for East Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,F-gases,2010-2019,0.92,0.82,Industry: Chemicals F-gases multiplier for East Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,CO2,2019-present,1.15,0.87,Industry: Chemicals CO2 multiplier for East Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,CH4,2019-present,1.25,0.84,Industry: Chemicals CH4 multiplier for East Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,N2O,2019-present,1.12,0.9,Industry: Chemicals N2O multiplier for East Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
East Asia,Industry: Chemicals,F-gases,2019-present,0.93,0.78,Industry: Chemicals F-gases multiplier for East Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,CO2,1990-2000,1.18,0.77,Industry: Chemicals CO2 multiplier for South Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,CH4,1990-2000,1.24,0.8,Industry: Chemicals CH4 multiplier for South Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,N2O,1990-2000,1.02,0.62,Industry: Chemicals N2O multiplier for South Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,F-gases,1990-2000,0.85,0.62,Industry: Chemicals F-gases multiplier for South Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,CO2,2000-2010,1.2,0.79,Industry: Chemicals CO2 multiplier for South Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,CH4,2000-2010,1.46,0.81,Industry: Chemicals CH4 multiplier for South Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,N2O,2000-2010,1.06,0.88,Industry: Chemicals N2O multiplier for South Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,F-gases,2000-2010,0.86,0.85,Industry: Chemicals F-gases multiplier for South Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,CO2,2010-2019,0.93,0.72,Industry: Chemicals CO2 multiplier for South Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,CH4,2010-2019,1.27,0.79,Industry: Chemicals CH4 multiplier for South Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,N2O,2010-2019,0.9,0.64,Industry: Chemicals N2O multiplier for South Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,F-gases,2010-2019,0.84,0.79,Industry: Chemicals F-gases multiplier for South Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,CO2,2019-present,0.99,0.76,Industry: Chemicals CO2 multiplier for South Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,CH4,2019-present,1.15,0.75,Industry: Chemicals CH4 multiplier for South Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,N2O,2019-present,0.84,0.67,Industry: Chemicals N2O multiplier for South Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Asia,Industry: Chemicals,F-gases,2019-present,0.7,0.67,Industry: Chemicals F-gases multiplier for South Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,CO2,1990-2000,1.05,0.8,Industry: Chemicals CO2 multiplier for Latin America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,CH4,1990-2000,1.23,0.67,Industry: Chemicals CH4 multiplier for Latin America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,N2O,1990-2000,1.03,0.89,Industry: Chemicals N2O multiplier for Latin America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,F-gases,1990-2000,0.8,0.79,Industry: Chemicals F-gases multiplier for Latin America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,CO2,2000-2010,1.1,0.76,Industry: Chemicals CO2 multiplier for Latin America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,CH4,2000-2010,1.42,0.69,Industry: Chemicals CH4 multiplier for Latin America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,N2O,2000-2010,1.07,0.88,Industry: Chemicals N2O multiplier for Latin America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,F-gases,2000-2010,0.93,0.65,Industry: Chemicals F-gases multiplier for Latin America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,CO2,2010-2019,0.92,0.75,Industry: Chemicals CO2 multiplier for Latin America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,CH4,2010-2019,1.12,0.84,Industry: Chemicals CH4 multiplier for Latin America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,N2O,2010-2019,0.91,0.67,Industry: Chemicals N2O multiplier for Latin America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,F-gases,2010-2019,0.79,0.87,Industry: Chemicals F-gases multiplier for Latin America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,CO2,2019-present,0.9,0.81,Industry: Chemicals CO2 multiplier for Latin America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,CH4,2019-present,1.01,0.82,Industry: Chemicals CH4 multiplier for Latin America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,N2O,2019-present,0.77,0.88,Industry: Chemicals N2O multiplier for Latin America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Latin America,Industry: Chemicals,F-gases,2019-present,0.7,0.85,Industry: Chemicals F-gases multiplier for Latin America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,CO2,1990-2000,0.78,0.73,Industry: Chemicals CO2 multiplier for Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,CH4,1990-2000,0.89,0.65,Industry: Chemicals CH4 multiplier for Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,N2O,1990-2000,0.69,0.87,Industry: Chemicals N2O multiplier for Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,F-gases,1990-2000,0.57,0.7,Industry: Chemicals F-gases multiplier for Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,CO2,2000-2010,0.99,0.61,Industry: Chemicals CO2 multiplier for Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,CH4,2000-2010,1.02,0.8,Industry: Chemicals CH4 multiplier for Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,N2O,2000-2010,0.8,0.9,Industry: Chemicals N2O multiplier for Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,F-gases,2000-2010,0.81,0.88,Industry: Chemicals F-gases multiplier for Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,CO2,2010-2019,0.73,0.65,Industry: Chemicals CO2 multiplier for Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,CH4,2010-2019,0.84,0.85,Industry: Chemicals CH4 multiplier for Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,N2O,2010-2019,0.64,0.83,Industry: Chemicals N2O multiplier for Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,F-gases,2010-2019,0.63,0.61,Industry: Chemicals F-gases multiplier for Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,CO2,2019-present,0.71,0.74,Industry: Chemicals CO2 multiplier for Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,CH4,2019-present,0.79,0.63,Industry: Chemicals CH4 multiplier for Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,N2O,2019-present,0.59,0.7,Industry: Chemicals N2O multiplier for Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Africa,Industry: Chemicals,F-gases,2019-present,0.6,0.8,Industry: Chemicals F-gases multiplier for Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,CO2,1990-2000,1.1,0.81,Industry: Chemicals CO2 multiplier for Middle East in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,CH4,1990-2000,1.5,0.79,Industry: Chemicals CH4 multiplier for Middle East in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,N2O,1990-2000,1.11,0.85,Industry: Chemicals N2O multiplier for Middle East in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,F-gases,1990-2000,0.86,0.8,Industry: Chemicals F-gases multiplier for Middle East in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,CO2,2000-2010,1.39,0.68,Industry: Chemicals CO2 multiplier for Middle East in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,CH4,2000-2010,1.72,0.63,Industry: Chemicals CH4 multiplier for Middle East in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,N2O,2000-2010,1.06,0.82,Industry: Chemicals N2O multiplier for Middle East in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,F-gases,2000-2010,1.08,0.74,Industry: Chemicals F-gases multiplier for Middle East in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,CO2,2010-2019,1.22,0.68,Industry: Chemicals CO2 multiplier for Middle East in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,CH4,2010-2019,1.49,0.61,Industry: Chemicals CH4 multiplier for Middle East in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,N2O,2010-2019,1.14,0.79,Industry: Chemicals N2O multiplier for Middle East in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,F-gases,2010-2019,0.88,0.86,Industry: Chemicals F-gases multiplier for Middle East in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,CO2,2019-present,1.0,0.86,Industry: Chemicals CO2 multiplier for Middle East in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,CH4,2019-present,1.29,0.82,Industry: Chemicals CH4 multiplier for Middle East in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,N2O,2019-present,0.87,0.85,Industry: Chemicals N2O multiplier for Middle East in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East,Industry: Chemicals,F-gases,2019-present,0.85,0.78,Industry: Chemicals F-gases multiplier for Middle East in 2019-present,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,CO2,1990-2000,0.81,0.64,Industry: Chemicals CO2 multiplier for Oceania in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,CH4,1990-2000,1.01,0.74,Industry: Chemicals CH4 multiplier for Oceania in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,N2O,1990-2000,0.78,0.84,Industry: Chemicals N2O multiplier for Oceania in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,F-gases,1990-2000,0.7,0.88,Industry: Chemicals F-gases multiplier for Oceania in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,CO2,2000-2010,1.03,0.88,Industry: Chemicals CO2 multiplier for Oceania in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,CH4,2000-2010,1.2,0.77,Industry: Chemicals CH4 multiplier for Oceania in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,N2O,2000-2010,0.92,0.7,Industry: Chemicals N2O multiplier for Oceania in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,F-gases,2000-2010,0.81,0.84,Industry: Chemicals F-gases multiplier for Oceania in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,CO2,2010-2019,0.73,0.63,Industry: Chemicals CO2 multiplier for Oceania in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,CH4,2010-2019,1.02,0.8,Industry: Chemicals CH4 multiplier for Oceania in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,N2O,2010-2019,0.63,0.72,Industry: Chemicals N2O multiplier for Oceania in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,F-gases,2010-2019,0.6,0.79,Industry: Chemicals F-gases multiplier for Oceania in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,CO2,2019-present,0.75,0.61,Industry: Chemicals CO2 multiplier for Oceania in 2019-present,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,CH4,2019-present,0.95,0.89,Industry: Chemicals CH4 multiplier for Oceania in 2019-present,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,N2O,2019-present,0.61,0.77,Industry: Chemicals N2O multiplier for Oceania in 2019-present,IPCC AR6 WG3 (Simulated),2022
Oceania,Industry: Chemicals,F-gases,2019-present,0.54,0.84,Industry: Chemicals F-gases multiplier for Oceania in 2019-present,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,CO2,1990-2000,1.14,0.73,Industry: Chemicals CO2 multiplier for Southeast Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,CH4,1990-2000,1.3,0.78,Industry: Chemicals CH4 multiplier for Southeast Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,N2O,1990-2000,0.98,0.65,Industry: Chemicals N2O multiplier for Southeast Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,F-gases,1990-2000,0.9,0.64,Industry: Chemicals F-gases multiplier for Southeast Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,CO2,2000-2010,1.07,0.75,Industry: Chemicals CO2 multiplier for Southeast Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,CH4,2000-2010,1.35,0.82,Industry: Chemicals CH4 multiplier for Southeast Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,N2O,2000-2010,1.05,0.6,Industry: Chemicals N2O multiplier for Southeast Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,F-gases,2000-2010,0.81,0.87,Industry: Chemicals F-gases multiplier for Southeast Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,CO2,2010-2019,0.96,0.63,Industry: Chemicals CO2 multiplier for Southeast Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,CH4,2010-2019,1.13,0.76,Industry: Chemicals CH4 multiplier for Southeast Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,N2O,2010-2019,0.79,0.89,Industry: Chemicals N2O multiplier for Southeast Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,F-gases,2010-2019,0.67,0.85,Industry: Chemicals F-gases multiplier for Southeast Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,CO2,2019-present,0.86,0.74,Industry: Chemicals CO2 multiplier for Southeast Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,CH4,2019-present,0.97,0.72,Industry: Chemicals CH4 multiplier for Southeast Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,N2O,2019-present,0.77,0.87,Industry: Chemicals N2O multiplier for Southeast Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,Industry: Chemicals,F-gases,2019-present,0.61,0.85,Industry: Chemicals F-gases multiplier for Southeast Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,CO2,1990-2000,0.73,0.65,Industry: Chemicals CO2 multiplier for United States in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,CH4,1990-2000,0.95,0.79,Industry: Chemicals CH4 multiplier for United States in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,N2O,1990-2000,0.76,0.87,Industry: Chemicals N2O multiplier for United States in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,F-gases,1990-2000,0.69,0.83,Industry: Chemicals F-gases multiplier for United States in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,CO2,2000-2010,0.86,0.64,Industry: Chemicals CO2 multiplier for United States in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,CH4,2000-2010,1.01,0.82,Industry: Chemicals CH4 multiplier for United States in 2000-2010,IPCC AR6 WG3 (Simulated),2022
